"year","region","sc_name","total_HC_m"
2015,"VII","Fissurella maxima",0
2015,"VII","Gari solida",0
2015,"VII","Genypterus blacodes",0
2015,"VII","Genypterus chilensis",0
2015,"VII","Genypterus maculatus",0
2015,"VII","Graus nigra",0
2015,"VII","Haliotis discus hannai",0
2015,"VII","Haliotis rufescens",0
2015,"VII","Haliporoides diomedeae",0
2015,"VII","Helicolenus lengerichi",0
2015,"VII","Hemilutjanus macrophthalmos",0
2015,"VII","Heterocarpus reedi",0
2015,"VII","Hippoglossina macrops",0
2015,"VII","Homalaspis plana",0
2015,"VII","Isurus oxyrinchus",0
2015,"VII","Lithodes santolla",0
2015,"VII","Loligo gahi",0
2015,"VII","Loxechinus albus",0
2015,"VII","Macrocystis spp.",0
2015,"VII","Macruronus magellanicus",0
2015,"VII","Merluccius australis",0
2015,"VII","Merluccius gayi gayi",9
2015,"VII","Mesodesma donacium",0
2015,"VII","Micropogonias manni",0
2015,"VII","Mulinia edulis",0
2015,"VII","Mustelus mento",0
2015,"VII","Mytilus chilensis",0
2015,"VII","Octopus (vulgaris) mimus",0
2015,"VII","Odontesthes regia",0
2015,"VII","Odontocymbiola magellanica",0
2015,"VII","Oncorhynchus kisutch",0
2015,"VII","Oncorhynchus mykiss",0
2015,"VII","Ostrea chilensis",0
2015,"VII","Ovalipes trimaculatus",0
2015,"VII","Paralomis granulosa",0
2015,"VII","Pinguipes chilensis",0
2015,"VII","Pleuroncodes monodon",0
2015,"VII","Prionace glauca",0
2015,"VII","Pyura chilensis",0
2015,"VII","Ruvettus pretiosus",0
2015,"VII","Salmo salar",0
2015,"VII","Sarda chiliensis",0
2015,"VII","Sardinops sagax",0
2015,"VII","Scomber japonicus",0
2015,"VII","Sebastes capensis",0
2015,"VII","Semele solida",0
2015,"VII","Semicossyphus maculatus",0
2015,"VII","Seriola lalandi",0
2015,"VII","Seriolella caerulea",0
2015,"VII","Seriolella punctata",0
2015,"VII","Squalus acanthias",0
2015,"VII","Strangomera bentincki",0
2015,"VII","Tagelus dombeii",0
2015,"VII","Tawera gayi",0
2015,"VII","Tegula atra",0
2015,"VII","Thais chocolata",0
2015,"VII","Thyrsites atun",0
2015,"VII","Trachurus murphyi",0
2015,"VII","Trochita trochiformes",0
2015,"VII","Venus antiqua",0
2015,"VII","Xiphias gladius",0
2015,"VII","Zearaja chilensis",0
2015,"VIII","Argobuccinum spp.",0
2015,"VIII","Argopecten purpuratus",0
2015,"VIII","Athyonidium chilensis",60
2015,"VIII","Aulacomya ater",7
2015,"VIII","Austromegabalanus psittacus",0
2015,"VIII","Brama australis",1757
2015,"VIII","Callorhinchus callorhynchus",0
2015,"VIII","Cancer edwardsi",20
2015,"VIII","Cancer porteri",196
2015,"VIII","Cancer setosus",70
2015,"VIII","Cervimunida johni",1116
2015,"VIII","Chaceon chilensis",0
2015,"VIII","Cheilodactylus variegatus",0
2015,"VIII","Chlamys vitrea",0
2015,"VIII","Choromytilus chorus",0
2015,"VIII","Chorus giganteus",82
2015,"VIII","Cilus gilberti",2
2015,"VIII","Concholepas concholepas",191
2015,"VIII","Coryphaena hippurus",0
2015,"VIII","Dipturus trachyderma",5
2015,"VIII","Dissostichus eleginoides",313
2015,"VIII","Dosidicus gigas",63237
2015,"VIII","Durvillaea antarctica",0
2015,"VIII","Eleginops maclovinus",0
2015,"VIII","Engraulis ringens",0
2015,"VIII","Ensis macha",1754
2015,"VIII","Enteroctopus megalocyathus",4
2015,"VIII","Fissurella costata",0
2015,"VIII","Fissurella latimarginata",0
2015,"VIII","Fissurella maxima",0
2015,"VIII","Gari solida",58
2015,"VIII","Genypterus blacodes",16
2015,"VIII","Genypterus chilensis",0
2015,"VIII","Genypterus maculatus",3
2015,"VIII","Graus nigra",0
2015,"VIII","Haliotis discus hannai",0
2015,"VIII","Haliotis rufescens",11
2015,"VIII","Haliporoides diomedeae",0
2015,"VIII","Helicolenus lengerichi",1
2015,"VIII","Hemilutjanus macrophthalmos",0
2015,"VIII","Heterocarpus reedi",44
2015,"VIII","Hippoglossina macrops",5
2015,"VIII","Homalaspis plana",62
2015,"VIII","Isurus oxyrinchus",0
2015,"VIII","Lithodes santolla",0
2015,"VIII","Loligo gahi",2
2015,"VIII","Loxechinus albus",176
2015,"VIII","Macrocystis spp.",95
2015,"VIII","Macruronus magellanicus",7845
2015,"VIII","Merluccius australis",15
2015,"VIII","Merluccius gayi gayi",8697
2015,"VIII","Mesodesma donacium",35
2015,"VIII","Micropogonias manni",1
2015,"VIII","Mulinia edulis",707
2015,"VIII","Mustelus mento",0
2015,"VIII","Mytilus chilensis",5
2015,"VIII","Octopus (vulgaris) mimus",0
2015,"VIII","Odontesthes regia",347
2015,"VIII","Odontocymbiola magellanica",0
2015,"VIII","Oncorhynchus kisutch",0
2015,"VIII","Oncorhynchus mykiss",0
2015,"VIII","Ostrea chilensis",0
2015,"VIII","Ovalipes trimaculatus",0
2015,"VIII","Paralomis granulosa",0
2015,"VIII","Pinguipes chilensis",0
2015,"VIII","Pleuroncodes monodon",4862
2015,"VIII","Prionace glauca",0
2015,"VIII","Pyura chilensis",5
2015,"VIII","Ruvettus pretiosus",0
2015,"VIII","Salmo salar",0
2015,"VIII","Sarda chiliensis",0
2015,"VIII","Sardinops sagax",0
2015,"VIII","Scomber japonicus",1347
2015,"VIII","Sebastes capensis",0
2015,"VIII","Semele solida",0
2015,"VIII","Semicossyphus maculatus",0
2015,"VIII","Seriola lalandi",0
2015,"VIII","Seriolella caerulea",0
2015,"VIII","Seriolella punctata",0
2015,"VIII","Squalus acanthias",0
2015,"VIII","Strangomera bentincki",33
2015,"VIII","Tagelus dombeii",3354
2015,"VIII","Tawera gayi",0
2015,"VIII","Tegula atra",0
2015,"VIII","Thais chocolata",0
2015,"VIII","Thyrsites atun",62
2015,"VIII","Trachurus murphyi",142848
2015,"VIII","Trochita trochiformes",0
2015,"VIII","Venus antiqua",623
2015,"VIII","Xiphias gladius",17
2015,"VIII","Zearaja chilensis",0
2015,"X","Argobuccinum spp.",44
2015,"X","Argopecten purpuratus",0
2015,"X","Athyonidium chilensis",84
2015,"X","Aulacomya ater",2952
2015,"X","Austromegabalanus psittacus",22
2015,"X","Brama australis",91
2015,"X","Callorhinchus callorhynchus",4
2015,"X","Cancer edwardsi",2757
2015,"X","Cancer porteri",0
2015,"X","Cancer setosus",57
2015,"X","Cervimunida johni",0
2015,"X","Chaceon chilensis",0
2015,"X","Cheilodactylus variegatus",0
2015,"X","Chlamys vitrea",0
2015,"X","Choromytilus chorus",127
2015,"X","Chorus giganteus",0
2015,"X","Cilus gilberti",0
2015,"X","Concholepas concholepas",1185
2015,"X","Coryphaena hippurus",0
2015,"X","Dipturus trachyderma",0
2015,"X","Dissostichus eleginoides",122
2015,"X","Dosidicus gigas",0
2015,"X","Durvillaea antarctica",86
2015,"X","Eleginops maclovinus",0
2015,"X","Engraulis ringens",0
2015,"X","Ensis macha",266
2015,"X","Enteroctopus megalocyathus",534
2015,"X","Fissurella costata",0
2015,"X","Fissurella latimarginata",1
2015,"X","Fissurella maxima",0
2015,"X","Gari solida",1052
2015,"X","Genypterus blacodes",150
2015,"X","Genypterus chilensis",0
2015,"X","Genypterus maculatus",0
2015,"X","Graus nigra",0
2015,"X","Haliotis discus hannai",0
2015,"X","Haliotis rufescens",471
2015,"X","Haliporoides diomedeae",0
2015,"X","Helicolenus lengerichi",0
2015,"X","Hemilutjanus macrophthalmos",0
2015,"X","Heterocarpus reedi",0
2015,"X","Hippoglossina macrops",0
2015,"X","Homalaspis plana",2
2015,"X","Isurus oxyrinchus",0
2015,"X","Lithodes santolla",792
2015,"X","Loligo gahi",0
2015,"X","Loxechinus albus",16154
2015,"X","Macrocystis spp.",0
2015,"X","Macruronus magellanicus",0
2015,"X","Merluccius australis",5931
2015,"X","Merluccius gayi gayi",0
2015,"X","Mesodesma donacium",396
2015,"X","Micropogonias manni",0
2015,"X","Mulinia edulis",149
2015,"X","Mustelus mento",0
2015,"X","Mytilus chilensis",281581
2015,"X","Octopus (vulgaris) mimus",10
2015,"X","Odontesthes regia",210
2015,"X","Odontocymbiola magellanica",9
2015,"X","Oncorhynchus kisutch",153063
2015,"X","Oncorhynchus mykiss",96098
2015,"X","Ostrea chilensis",8
2015,"X","Ovalipes trimaculatus",0
2015,"X","Paralomis granulosa",0
2015,"X","Pinguipes chilensis",1
2015,"X","Pleuroncodes monodon",0
2015,"X","Prionace glauca",0
2015,"X","Pyura chilensis",989
2015,"X","Ruvettus pretiosus",0
2015,"X","Salmo salar",558059
2015,"X","Sarda chiliensis",0
2015,"X","Sardinops sagax",0
2015,"X","Scomber japonicus",0
2015,"X","Sebastes capensis",0
2015,"X","Semele solida",483
2015,"X","Semicossyphus maculatus",0
2015,"X","Seriola lalandi",0
2015,"X","Seriolella caerulea",0
2015,"X","Seriolella punctata",0
2015,"X","Squalus acanthias",1
2015,"X","Strangomera bentincki",0
2015,"X","Tagelus dombeii",730
2015,"X","Tawera gayi",2781
2015,"X","Tegula atra",0
2015,"X","Thais chocolata",0
2015,"X","Thyrsites atun",424
2015,"X","Trachurus murphyi",76
2015,"X","Trochita trochiformes",0
2015,"X","Venus antiqua",2695
2015,"X","Xiphias gladius",0
2015,"X","Zearaja chilensis",6
2015,"XI","Argobuccinum spp.",0
2015,"XI","Argopecten purpuratus",0
2015,"XI","Athyonidium chilensis",0
2015,"XI","Aulacomya ater",0
2015,"XI","Austromegabalanus psittacus",0
2015,"XI","Brama australis",3873
2015,"XI","Callorhinchus callorhynchus",0
2015,"XI","Cancer edwardsi",736
2015,"XI","Cancer porteri",0
2015,"XI","Cancer setosus",0
2015,"XI","Cervimunida johni",0
2015,"XI","Chaceon chilensis",0
2015,"XI","Cheilodactylus variegatus",0
2015,"XI","Chlamys vitrea",0
2015,"XI","Choromytilus chorus",0
2015,"XI","Chorus giganteus",0
2015,"XI","Cilus gilberti",0
2015,"XI","Concholepas concholepas",0
2015,"XI","Coryphaena hippurus",0
2015,"XI","Dipturus trachyderma",0
2015,"XI","Dissostichus eleginoides",0
2015,"XI","Dosidicus gigas",0
2015,"XI","Durvillaea antarctica",0
2015,"XI","Eleginops maclovinus",0
2015,"XI","Engraulis ringens",0
2015,"XI","Ensis macha",0
2015,"XI","Enteroctopus megalocyathus",0
2015,"XI","Fissurella costata",0
2015,"XI","Fissurella latimarginata",0
2015,"XI","Fissurella maxima",0
2015,"XI","Gari solida",60
2015,"XI","Genypterus blacodes",86
2015,"XI","Genypterus chilensis",0
2015,"XI","Genypterus maculatus",0
2015,"XI","Graus nigra",0
2015,"XI","Haliotis discus hannai",0
2015,"XI","Haliotis rufescens",0
2015,"XI","Haliporoides diomedeae",0
2015,"XI","Helicolenus lengerichi",5
2015,"XI","Hemilutjanus macrophthalmos",0
2015,"XI","Heterocarpus reedi",0
2015,"XI","Hippoglossina macrops",0
2015,"XI","Homalaspis plana",0
2015,"XI","Isurus oxyrinchus",0
2015,"XI","Lithodes santolla",33
2015,"XI","Loligo gahi",0
2015,"XI","Loxechinus albus",858
2015,"XI","Macrocystis spp.",0
2015,"XI","Macruronus magellanicus",6844
2015,"XI","Merluccius australis",2450
2015,"XI","Merluccius gayi gayi",0
2015,"XI","Mesodesma donacium",0
2015,"XI","Micropogonias manni",0
2015,"XI","Mulinia edulis",0
2015,"XI","Mustelus mento",0
2015,"XI","Mytilus chilensis",0
2015,"XI","Octopus (vulgaris) mimus",0
2015,"XI","Odontesthes regia",0
2015,"XI","Odontocymbiola magellanica",0
2015,"XI","Oncorhynchus kisutch",1051
2015,"XI","Oncorhynchus mykiss",3799
2015,"XI","Ostrea chilensis",0
2015,"XI","Ovalipes trimaculatus",0
2015,"XI","Paralomis granulosa",0
2015,"XI","Pinguipes chilensis",0
2015,"XI","Pleuroncodes monodon",0
2015,"XI","Prionace glauca",0
2015,"XI","Pyura chilensis",0
2015,"XI","Ruvettus pretiosus",0
2015,"XI","Salmo salar",22983
2015,"XI","Sarda chiliensis",0
2015,"XI","Sardinops sagax",0
2015,"XI","Scomber japonicus",0
2015,"XI","Sebastes capensis",0
2015,"XI","Semele solida",0
2015,"XI","Semicossyphus maculatus",0
2015,"XI","Seriola lalandi",0
2015,"XI","Seriolella caerulea",10
2015,"XI","Seriolella punctata",1776
2015,"XI","Squalus acanthias",0
2015,"XI","Strangomera bentincki",0
2015,"XI","Tagelus dombeii",0
2015,"XI","Tawera gayi",0
2015,"XI","Tegula atra",0
2015,"XI","Thais chocolata",0
2015,"XI","Thyrsites atun",0
2015,"XI","Trachurus murphyi",0
2015,"XI","Trochita trochiformes",0
2015,"XI","Venus antiqua",0
2015,"XI","Xiphias gladius",0
2015,"XI","Zearaja chilensis",0
2015,"XII","Argobuccinum spp.",0
2015,"XII","Argopecten purpuratus",0
2015,"XII","Athyonidium chilensis",0
2015,"XII","Aulacomya ater",5
2015,"XII","Austromegabalanus psittacus",0
2015,"XII","Brama australis",0
2015,"XII","Callorhinchus callorhynchus",0
2015,"XII","Cancer edwardsi",0
2015,"XII","Cancer porteri",0
2015,"XII","Cancer setosus",0
2015,"XII","Cervimunida johni",0
2015,"XII","Chaceon chilensis",0
2015,"XII","Cheilodactylus variegatus",0
2015,"XII","Chlamys vitrea",616
2015,"XII","Choromytilus chorus",0
2015,"XII","Chorus giganteus",0
2015,"XII","Cilus gilberti",0
2015,"XII","Concholepas concholepas",0
2015,"XII","Coryphaena hippurus",0
2015,"XII","Dipturus trachyderma",0
2015,"XII","Dissostichus eleginoides",13
2015,"XII","Dosidicus gigas",0
2015,"XII","Durvillaea antarctica",0
2015,"XII","Eleginops maclovinus",2
2015,"XII","Engraulis ringens",0
2015,"XII","Ensis macha",1072
2015,"XII","Enteroctopus megalocyathus",2
2015,"XII","Fissurella costata",0
2015,"XII","Fissurella latimarginata",0
2015,"XII","Fissurella maxima",0
2015,"XII","Gari solida",0
2015,"XII","Genypterus blacodes",135
2015,"XII","Genypterus chilensis",0
2015,"XII","Genypterus maculatus",0
2015,"XII","Graus nigra",0
2015,"XII","Haliotis discus hannai",0
2015,"XII","Haliotis rufescens",0
2015,"XII","Haliporoides diomedeae",0
2015,"XII","Helicolenus lengerichi",0
2015,"XII","Hemilutjanus macrophthalmos",0
2015,"XII","Heterocarpus reedi",0
2015,"XII","Hippoglossina macrops",0
2015,"XII","Homalaspis plana",0
2015,"XII","Isurus oxyrinchus",0
2015,"XII","Lithodes santolla",4569
2015,"XII","Loligo gahi",0
2015,"XII","Loxechinus albus",12098
2015,"XII","Macrocystis spp.",0
2015,"XII","Macruronus magellanicus",0
2015,"XII","Merluccius australis",42
2015,"XII","Merluccius gayi gayi",0
2015,"XII","Mesodesma donacium",0
2015,"XII","Micropogonias manni",0
2015,"XII","Mulinia edulis",0
2015,"XII","Mustelus mento",0
2015,"XII","Mytilus chilensis",8
2015,"XII","Octopus (vulgaris) mimus",0
2015,"XII","Odontesthes regia",16
2015,"XII","Odontocymbiola magellanica",0
2015,"XII","Oncorhynchus kisutch",0
2015,"XII","Oncorhynchus mykiss",5041
2015,"XII","Ostrea chilensis",0
2015,"XII","Ovalipes trimaculatus",0
2015,"XII","Paralomis granulosa",1902
2015,"XII","Pinguipes chilensis",0
2015,"XII","Pleuroncodes monodon",0
2015,"XII","Prionace glauca",0
2015,"XII","Pyura chilensis",0
2015,"XII","Ruvettus pretiosus",0
2015,"XII","Salmo salar",40743
2015,"XII","Sarda chiliensis",0
2015,"XII","Sardinops sagax",0
2015,"XII","Scomber japonicus",0
2015,"XII","Sebastes capensis",0
2015,"XII","Semele solida",0
2015,"XII","Semicossyphus maculatus",0
2015,"XII","Seriola lalandi",0
2015,"XII","Seriolella caerulea",0
2015,"XII","Seriolella punctata",0
2015,"XII","Squalus acanthias",0
2015,"XII","Strangomera bentincki",0
2015,"XII","Tagelus dombeii",0
2015,"XII","Tawera gayi",0
2015,"XII","Tegula atra",0
2015,"XII","Thais chocolata",0
2015,"XII","Thyrsites atun",0
2015,"XII","Trachurus murphyi",0
2015,"XII","Trochita trochiformes",0
2015,"XII","Venus antiqua",0
2015,"XII","Xiphias gladius",0
2015,"XII","Zearaja chilensis",0
2015,"XIV","Argobuccinum spp.",0
2015,"XIV","Argopecten purpuratus",0
2015,"XIV","Athyonidium chilensis",5
2015,"XIV","Aulacomya ater",0
2015,"XIV","Austromegabalanus psittacus",0
2015,"XIV","Brama australis",1
2015,"XIV","Callorhinchus callorhynchus",0
2015,"XIV","Cancer edwardsi",38
2015,"XIV","Cancer porteri",0
2015,"XIV","Cancer setosus",0
2015,"XIV","Cervimunida johni",0
2015,"XIV","Chaceon chilensis",0
2015,"XIV","Cheilodactylus variegatus",0
2015,"XIV","Chlamys vitrea",0
2015,"XIV","Choromytilus chorus",0
2015,"XIV","Chorus giganteus",16
2015,"XIV","Cilus gilberti",2
2015,"XIV","Concholepas concholepas",24
2015,"XIV","Coryphaena hippurus",0
2015,"XIV","Dipturus trachyderma",0
2015,"XIV","Dissostichus eleginoides",0
2015,"XIV","Dosidicus gigas",0
2015,"XIV","Durvillaea antarctica",0
2015,"XIV","Eleginops maclovinus",8
2015,"XIV","Engraulis ringens",0
2015,"XIV","Ensis macha",31
2015,"XIV","Enteroctopus megalocyathus",0
2015,"XIV","Fissurella costata",0
2015,"XIV","Fissurella latimarginata",15
2015,"XIV","Fissurella maxima",0
2015,"XIV","Gari solida",3
2015,"XIV","Genypterus blacodes",1
2015,"XIV","Genypterus chilensis",0
2015,"XIV","Genypterus maculatus",0
2015,"XIV","Graus nigra",0
2015,"XIV","Haliotis discus hannai",0
2015,"XIV","Haliotis rufescens",0
2015,"XIV","Haliporoides diomedeae",0
2015,"XIV","Helicolenus lengerichi",1
2015,"XIV","Hemilutjanus macrophthalmos",0
2015,"XIV","Heterocarpus reedi",0
2015,"XIV","Hippoglossina macrops",0
2015,"XIV","Homalaspis plana",0
2015,"XIV","Isurus oxyrinchus",0
2015,"XIV","Lithodes santolla",462
2015,"XIV","Loligo gahi",0
2015,"XIV","Loxechinus albus",0
2015,"XIV","Macrocystis spp.",0
2015,"XIV","Macruronus magellanicus",0
2015,"XIV","Merluccius australis",1
2015,"XIV","Merluccius gayi gayi",0
2015,"XIV","Mesodesma donacium",0
2015,"XIV","Micropogonias manni",0
2015,"XIV","Mulinia edulis",0
2015,"XIV","Mustelus mento",0
2015,"XIV","Mytilus chilensis",1
2015,"XIV","Octopus (vulgaris) mimus",0
2015,"XIV","Odontesthes regia",0
2015,"XIV","Odontocymbiola magellanica",0
2015,"XIV","Oncorhynchus kisutch",0
2015,"XIV","Oncorhynchus mykiss",2154
2015,"XIV","Ostrea chilensis",0
2015,"XIV","Ovalipes trimaculatus",0
2015,"XIV","Paralomis granulosa",0
2015,"XIV","Pinguipes chilensis",0
2015,"XIV","Pleuroncodes monodon",0
2015,"XIV","Prionace glauca",0
2015,"XIV","Pyura chilensis",0
2015,"XIV","Ruvettus pretiosus",0
2015,"XIV","Salmo salar",41
2015,"XIV","Sarda chiliensis",0
2015,"XIV","Sardinops sagax",0
2015,"XIV","Scomber japonicus",0
2015,"XIV","Sebastes capensis",0
2015,"XIV","Semele solida",0
2015,"XIV","Semicossyphus maculatus",0
2015,"XIV","Seriola lalandi",0
2015,"XIV","Seriolella caerulea",0
2015,"XIV","Seriolella punctata",0
2015,"XIV","Squalus acanthias",0
2015,"XIV","Strangomera bentincki",0
2015,"XIV","Tagelus dombeii",80
2015,"XIV","Tawera gayi",0
2015,"XIV","Tegula atra",1
2015,"XIV","Thais chocolata",0
2015,"XIV","Thyrsites atun",8
2015,"XIV","Trachurus murphyi",0
2015,"XIV","Trochita trochiformes",0
2015,"XIV","Venus antiqua",0
2015,"XIV","Xiphias gladius",0
2015,"XIV","Zearaja chilensis",0
2015,"XV","Argobuccinum spp.",0
2015,"XV","Argopecten purpuratus",0
2015,"XV","Athyonidium chilensis",0
2015,"XV","Aulacomya ater",0
2015,"XV","Austromegabalanus psittacus",0
2015,"XV","Brama australis",0
2015,"XV","Callorhinchus callorhynchus",0
2015,"XV","Cancer edwardsi",0
2015,"XV","Cancer porteri",0
2015,"XV","Cancer setosus",0
2015,"XV","Cervimunida johni",0
2015,"XV","Chaceon chilensis",0
2015,"XV","Cheilodactylus variegatus",0
2015,"XV","Chlamys vitrea",0
2015,"XV","Choromytilus chorus",0
2015,"XV","Chorus giganteus",0
2015,"XV","Cilus gilberti",0
2015,"XV","Concholepas concholepas",0
2015,"XV","Coryphaena hippurus",0
2015,"XV","Dipturus trachyderma",0
2015,"XV","Dissostichus eleginoides",0
2015,"XV","Dosidicus gigas",0
2015,"XV","Durvillaea antarctica",0
2015,"XV","Eleginops maclovinus",0
2015,"XV","Engraulis ringens",0
2015,"XV","Ensis macha",0
2015,"XV","Enteroctopus megalocyathus",0
2015,"XV","Fissurella costata",0
2015,"XV","Fissurella latimarginata",0
2015,"XV","Fissurella maxima",0
2015,"XV","Gari solida",0
2015,"XV","Genypterus blacodes",0
2015,"XV","Genypterus chilensis",0
2015,"XV","Genypterus maculatus",0
2015,"XV","Graus nigra",0
2015,"XV","Haliotis discus hannai",0
2015,"XV","Haliotis rufescens",0
2015,"XV","Haliporoides diomedeae",0
2015,"XV","Helicolenus lengerichi",0
2015,"XV","Hemilutjanus macrophthalmos",0
2015,"XV","Heterocarpus reedi",0
2015,"XV","Hippoglossina macrops",0
2015,"XV","Homalaspis plana",0
2015,"XV","Isurus oxyrinchus",0
2015,"XV","Lithodes santolla",0
2015,"XV","Loligo gahi",0
2015,"XV","Loxechinus albus",0
2015,"XV","Macrocystis spp.",0
2015,"XV","Macruronus magellanicus",0
2015,"XV","Merluccius australis",0
2015,"XV","Merluccius gayi gayi",0
2015,"XV","Mesodesma donacium",0
2015,"XV","Micropogonias manni",0
2015,"XV","Mulinia edulis",0
2015,"XV","Mustelus mento",0
2015,"XV","Mytilus chilensis",0
2015,"XV","Octopus (vulgaris) mimus",0
2015,"XV","Odontesthes regia",0
2015,"XV","Odontocymbiola magellanica",0
2015,"XV","Oncorhynchus kisutch",0
2015,"XV","Oncorhynchus mykiss",0
2015,"XV","Ostrea chilensis",0
2015,"XV","Ovalipes trimaculatus",0
2015,"XV","Paralomis granulosa",0
2015,"XV","Pinguipes chilensis",0
2015,"XV","Pleuroncodes monodon",0
2015,"XV","Prionace glauca",0
2015,"XV","Pyura chilensis",0
2015,"XV","Ruvettus pretiosus",0
2015,"XV","Salmo salar",0
2015,"XV","Sarda chiliensis",0
2015,"XV","Sardinops sagax",0
2015,"XV","Scomber japonicus",0
2015,"XV","Sebastes capensis",0
2015,"XV","Semele solida",0
2015,"XV","Semicossyphus maculatus",0
2015,"XV","Seriola lalandi",0
2015,"XV","Seriolella caerulea",0
2015,"XV","Seriolella punctata",0
2015,"XV","Squalus acanthias",0
2015,"XV","Strangomera bentincki",0
2015,"XV","Tagelus dombeii",0
2015,"XV","Tawera gayi",0
2015,"XV","Tegula atra",0
2015,"XV","Thais chocolata",0
2015,"XV","Thyrsites atun",0
2015,"XV","Trachurus murphyi",0
2015,"XV","Trochita trochiformes",0
2015,"XV","Venus antiqua",0
2015,"XV","Xiphias gladius",0
2015,"XV","Zearaja chilensis",0
2016,"I","Argobuccinum spp.",0
2016,"I","Argopecten purpuratus",0
2016,"I","Athyonidium chilensis",0
2016,"I","Aulacomya ater",0
2016,"I","Austromegabalanus psittacus",0
2016,"I","Brama australis",7
2016,"I","Callorhinchus callorhynchus",0
2016,"I","Campylonotus semistriatus",0
2016,"I","Cancer coronatus",0
2016,"I","Cancer edwardsi",0
2016,"I","Cancer porteri",0
2016,"I","Cancer setosus",5
2016,"I","Cervimunida johni",0
2016,"I","Chaceon chilensis",0
2016,"I","Cheilodactylus variegatus",0
2016,"I","Chlamys vitrea",0
2016,"I","Choromytilus chorus",0
2016,"I","Chorus giganteus",0
2016,"I","Cilus gilberti",2
2016,"I","Concholepas concholepas",1
2016,"I","Coryphaena hippurus",11
2016,"I","Crassostrea gigas",0
2016,"I","Dipturus trachyderma",0
2016,"I","Dissostichus eleginoides",117
2016,"I","Dosidicus gigas",0
2016,"I","Eleginops maclovinus",0
2016,"I","Engraulis ringens",22
2016,"I","Ensis macha",0
2016,"I","Enteroctopus megalocyathus",0
2016,"I","Ethmidium maculatum",0
2016,"I","Fissurella cumingi",0
2016,"I","Fissurella latimarginata",4
2016,"I","Fissurella maxima",0
2016,"I","Fissurella picta",0
2016,"I","Gari solida",0
2016,"I","Genypterus blacodes",0
2016,"I","Genypterus chilensis",0
2016,"I","Genypterus maculatus",0
2016,"I","Graus nigra",0
2016,"I","Haliotis discus hannai",0
2016,"I","Haliotis rufescens",0
2016,"I","Haliporoides diomedeae",0
2016,"I","Helicolenus lengerichi",0
2016,"I","Heterocarpus reedi",0
2016,"I","Hippoglossina macrops",0
2016,"I","Homalaspis plana",0
2016,"I","Isurus oxyrinchus",17
2016,"I","Lampris guttatus",0
2016,"I","Lithodes santolla",0
2016,"I","Loxechinus albus",193
2016,"I","Macrocystis spp.",0
2016,"I","Macruronus magellanicus",0
2016,"I","Merluccius australis",0
2016,"I","Merluccius gayi gayi",0
2016,"I","Mesodesma donacium",0
2016,"I","Micropogonias manni",0
2016,"I","Mollusca",0
2016,"I","Mulinia edulis",0
2016,"I","Mustelus mento",0
2016,"I","Mytilus chilensis",0
2016,"I","Octopus (vulgaris) mimus",330
2016,"I","Odontesthes regia",0
2016,"I","Oncorhynchus kisutch",0
2016,"I","Oncorhynchus mykiss",0
2016,"I","Ostrea chilensis",0
2016,"I","Ovalipes trimaculatus",0
2016,"I","Paralichthys microps",0
2016,"I","Paralomis granulosa",0
2016,"I","Pinguipes chilensis",0
2016,"I","Pleuroncodes monodon",0
2016,"I","Prionace glauca",3
2016,"I","Prolatilus jugularis",0
2016,"I","Pyura chilensis",0
2016,"I","Ruvettus pretiosus",0
2016,"I","Salilota australis",0
2016,"I","Salmo salar",0
2016,"I","Sarda chiliensis",22
2016,"I","Sardinops sagax",0
2016,"I","Scomber japonicus",32
2016,"I","Sebastes capensis",0
2016,"I","Semele solida",0
2016,"I","Seriola lalandi",0
2016,"I","Seriolella caerulea",0
2016,"I","Seriolella punctata",0
2016,"I","Strangomera bentincki",0
2016,"I","Tagelus dombeii",0
2016,"I","Taliepus dentatus",0
2016,"I","Tawera gayi",0
2016,"I","Thais chocolata",211
2016,"I","Thunnus albacares",0
2016,"I","Thyrsites atun",0
2016,"I","Trachurus murphyi",188
2016,"I","Trochita trochiformes",0
2016,"I","Trophon geversianus",0
2016,"I","Venus antiqua",0
2016,"I","Xantochorus cassidiformis",0
2016,"I","Xiphias gladius",173
2016,"I","Zearaja chilensis",0
2016,"II","Argobuccinum spp.",0
2016,"II","Argopecten purpuratus",30
2016,"II","Athyonidium chilensis",0
2016,"II","Aulacomya ater",0
2016,"II","Austromegabalanus psittacus",0
2016,"II","Brama australis",4
2016,"II","Callorhinchus callorhynchus",0
2016,"II","Campylonotus semistriatus",0
2016,"II","Cancer coronatus",0
2016,"II","Cancer edwardsi",0
2016,"II","Cancer porteri",0
2016,"II","Cancer setosus",0
2016,"II","Cervimunida johni",0
2016,"II","Chaceon chilensis",0
2016,"II","Cheilodactylus variegatus",0
2016,"II","Chlamys vitrea",0
2016,"II","Choromytilus chorus",0
2016,"II","Chorus giganteus",0
2016,"II","Cilus gilberti",0
2016,"II","Concholepas concholepas",7
2016,"II","Coryphaena hippurus",0
2016,"II","Crassostrea gigas",0
2016,"II","Dipturus trachyderma",0
2016,"II","Dissostichus eleginoides",0
2016,"II","Dosidicus gigas",0
2016,"II","Eleginops maclovinus",0
2016,"II","Engraulis ringens",0
2016,"II","Ensis macha",0
2016,"II","Enteroctopus megalocyathus",0
2016,"II","Ethmidium maculatum",0
